Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[579]    0.0    0.00    0.00       8         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::_Vector_impl() [579]
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl_data::_Vector_impl_data() [581]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::~_Vector_base() [583]
[580]    0.0    0.00    0.00       8         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::~_Vector_impl() [580]
                0.00    0.00       8/8           std::__new_allocator<Matrix<double> >::~__new_allocator() [590]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::_Vector_impl() [579]
[581]    0.0    0.00    0.00       8         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl_data::_Vector_impl_data() [581]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::vector() [594]
[582]    0.0    0.00    0.00       8         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_base() [582]
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::_Vector_impl() [579]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::~vector() [148]
[583]    0.0    0.00    0.00       8         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::~_Vector_base() [583]
                0.00    0.00       8/13          std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_deallocate(Matrix<double>*, unsigned long) [527]
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::~_Vector_impl() [580]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
[584]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [584]
                0.00    0.00       8/8           std::__new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [592]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [588]
[585]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [585]
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [587]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [589]
[586]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [586]
                0.00    0.00       8/8           std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [593]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [585]
[587]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [587]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [600]
[588]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [588]
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [585]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [601]
[589]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [589]
                0.00    0.00       8/16          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [522]
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [586]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_impl::~_Vector_impl() [580]
[590]    0.0    0.00    0.00       8         std::__new_allocator<Matrix<double> >::~__new_allocator() [590]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [522]
[591]    0.0    0.00    0.00       8         std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [591]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [584]
[592]    0.0    0.00    0.00       8         std::__new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [592]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [586]
[593]    0.0    0.00    0.00       8         std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [593]
-----------------------------------------------
                0.00    0.00       8/8           MFParams::MFParams(Parameters&, Coordinates&, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [70]
[594]    0.0    0.00    0.00       8         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::vector() [594]
                0.00    0.00       8/8           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_Vector_base() [582]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::max_size() const [576]
[595]    0.0    0.00    0.00       8         std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_S_max_size(std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [595]
                0.00    0.00       8/2693833     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [241]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
[596]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [596]
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_do_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&, std::integral_constant<bool, true>) [597]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [596]
[597]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_do_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&, std::integral_constant<bool, true>) [597]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [602]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [200]
[598]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_use_relocate() [598]
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [599]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_use_relocate() [598]
[599]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [599]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Construct<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [220]
[600]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [600]
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [588]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [605]
[601]    0.0    0.00    0.00       8         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [601]
                0.00    0.00       8/24          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [506]
                0.00    0.00       8/8           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [604]
                0.00    0.00       8/8           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [589]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_do_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&, std::integral_constant<bool, true>) [597]
[602]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [602]
                0.00    0.00      24/24          std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [509]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [603]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [602]
[603]    0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [603]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [601]
[604]    0.0    0.00    0.00       8         void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [604]
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [578]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [670]
[605]    0.0    0.00    0.00       8         void std::_Destroy<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [605]
                0.00    0.00       8/8           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [601]
-----------------------------------------------
                0.00    0.00       8/8           MCEngine::RUN_MC() [2]
[606]    0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [606]
                0.00    0.00       8/8           std::integral_constant<bool, true>::operator bool() const [575]
                0.00    0.00       8/143         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [403]
-----------------------------------------------
                0.00    0.00       3/6           std::_Vector_base<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::~_Vector_base() [639]
                0.00    0.00       3/6           std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::_M_default_append(unsigned long) [210]
[607]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::_M_deallocate(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, unsigned long) [607]
                0.00    0.00       3/3           std::__new_allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > >::deallocate(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, unsigned long) [647]
-----------------------------------------------
                0.00    0.00       3/6           std::_Vector_base<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::~_Vector_base() [645]
                0.00    0.00       3/6           std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::_M_default_append(unsigned long) [211]
[608]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::_M_deallocate(std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*, unsigned long) [608]
                0.00    0.00       3/3           std::__new_allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > >::deallocate(std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >*, unsigned long) [650]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::~vector() [691]
                0.00    0.00       4/6           std::vector<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_default_append(unsigned long) [222]
[609]    0.0    0.00    0.00       6         std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_get_Tp_allocator() [609]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__relocate_a<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >&) [693]
[610]    0.0    0.00    0.00       6         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__niter_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*) [610]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
[611]    0.0    0.00    0.00       5         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_check_len(unsigned long, char const*) const [611]
                0.00    0.00      20/35          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::size() const [494]
                0.00    0.00      10/20          std::vector<Matrix<double>, std::allocator<Matrix<double> > >::max_size() const [515]
                0.00    0.00       5/897511      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [257]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
[612]    0.0    0.00    0.00       5         std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_allocate(unsigned long) [612]
                0.00    0.00       5/5           std::__new_allocator<Matrix<double> >::allocate(unsigned long, void const*) [614]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_deallocate(Matrix<double>*, unsigned long) [527]
[613]    0.0    0.00    0.00       5         std::__new_allocator<Matrix<double> >::deallocate(Matrix<double>*, unsigned long) [613]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_allocate(unsigned long) [612]
[614]    0.0    0.00    0.00       5         std::__new_allocator<Matrix<double> >::allocate(unsigned long, void const*) [614]
-----------------------------------------------
                0.00    0.00       5/5           Matrix<double>* std::uninitialized_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [620]
[615]    0.0    0.00    0.00       5         Matrix<double>* std::__uninitialized_copy<false>::__uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [615]
                0.00    0.00       5/5           Matrix<double>* std::__do_uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [619]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long) [149]
[616]    0.0    0.00    0.00       5         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_use_relocate() [616]
                0.00    0.00       5/5           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [617]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_use_relocate() [616]
[617]    0.0    0.00    0.00       5         std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [617]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [623]
[618]    0.0    0.00    0.00       5         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__str_concat<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::allocator_type const&) [618]
                0.00    0.00       5/139         std::__new_allocator<char>::~__new_allocator() [404]
-----------------------------------------------
                0.00    0.00       5/5           Matrix<double>* std::__uninitialized_copy<false>::__uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [615]
[619]    0.0    0.00    0.00       5         Matrix<double>* std::__do_uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [619]
-----------------------------------------------
                0.00    0.00       5/5           Matrix<double>* std::__uninitialized_copy_a<Matrix<double> const*, Matrix<double>*, Matrix<double> >(Matrix<double> const*, Matrix<double> const*, Matrix<double>*, std::allocator<Matrix<double> >&) [621]
[620]    0.0    0.00    0.00       5         Matrix<double>* std::uninitialized_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*) [620]
